Ref= Margutti GRB catalogue
Spec Model= Absorbed power-law with NH_Galaxy=0.09d22 and NH_intrinsic=0.6d22 .  Time variable Photon Index
Comments= this LC is available in any energy band contained in the 0.3-10 keV range. This SN is linked to GRB060218. 
The obs extends up to      85.5625000       72.6898575   Swift-XRT     4.3419190768820278e+02   1.6518451645582132e+02: this last
bin has to be calculated manually with Ximage

time(days)       	ertime	  instrument		flux(1d-15 erg/s/cm2)		erflux 
      0.0032314        0.0000017   Swift-XRT     4.9491792886158237e+06   1.6731946939074758e+06
      0.0032343        0.0000012   Swift-XRT     7.4237402891696999e+06   2.5109296863945471e+06
      0.0032378        0.0000023   Swift-XRT     4.4078261041136095e+06   1.4009433613182409e+06
      0.0032424        0.0000023   Swift-XRT     4.4077999028502284e+06   1.4020247185442257e+06
      0.0032459        0.0000012   Swift-XRT     8.3515816484691631e+06   2.7105069300148441e+06
      0.0032482        0.0000012   Swift-XRT     7.4236057301391149e+06   2.5163906514080735e+06
      0.0032511        0.0000017   Swift-XRT     5.2583675191897321e+06   1.7439989452583403e+06
      0.0032545        0.0000017   Swift-XRT     5.2583439824616099e+06   1.7449661715573936e+06
      0.0032580        0.0000017   Swift-XRT     5.2583200016442779e+06   1.7459331758118423e+06
      0.0032609        0.0000012   Swift-XRT     7.4234827174279867e+06   2.5213964249815033e+06
      0.0032638        0.0000017   Swift-XRT     5.8769020760962572e+06   1.8760344389079362e+06
      0.0032673        0.0000017   Swift-XRT     5.8768749866544567e+06   1.8771157961339212e+06
      0.0032713        0.0000023   Swift-XRT     3.9436720555841019e+06   1.3122307684909627e+06
      0.0032748        0.0000012   Swift-XRT     8.3512672333085900e+06   2.7233106880686362e+06
      0.0032777        0.0000017   Swift-XRT     7.4233215130448109e+06   2.1874440037095156e+06
      0.0032812        0.0000017   Swift-XRT     5.2581614617963620e+06   1.7523813511388651e+06
      0.0032852        0.0000023   Swift-XRT     3.7116236750733829e+06   1.2654767234110408e+06
      0.0032893        0.0000017   Swift-XRT     4.9488058095903397e+06   1.6883640041598368e+06
      0.0032933        0.0000023   Swift-XRT     3.7114384898728756e+06   1.2667685789224945e+06
      0.0032974        0.0000017   Swift-XRT     4.9478203756336821e+06   1.6885689513301826e+06
      0.0033014        0.0000023   Swift-XRT     4.1740793044198197e+06   1.3646657137655893e+06
      0.0033060        0.0000023   Swift-XRT     4.1733416722422587e+06   1.3642369456334789e+06
      0.0033107        0.0000023   Swift-XRT     4.6362278460776452e+06   1.4592649311140347e+06
      0.0033141        0.0000012   Swift-XRT     7.4169812513957815e+06   2.5300217476598159e+06
      0.0033170        0.0000017   Swift-XRT     5.8711284722789964e+06   1.8816943558874754e+06
      0.0033205        0.0000017   Swift-XRT     5.5613851301927753e+06   1.8171955051826669e+06
      0.0033240        0.0000017   Swift-XRT     5.5606479421044234e+06   1.8167667370505568e+06
      0.0033275        0.0000017   Swift-XRT     4.9421435832641684e+06   1.6851839923504030e+06
      0.0033321        0.0000029   Swift-XRT     2.9647624355533249e+06   1.0107981118778752e+06
      0.0033373        0.0000023   Swift-XRT     5.0946717955469005e+06   1.5492247484871766e+06
      0.0033413        0.0000017   Swift-XRT     5.2482431733835703e+06   1.7496732951371996e+06
      0.0033448        0.0000017   Swift-XRT     5.5562270340203661e+06   1.8141936841686855e+06
      0.0033483        0.0000017   Swift-XRT     5.8641278499749200e+06   1.8776646903972959e+06
      0.0033523        0.0000023   Swift-XRT     3.9345295910209185e+06   1.3112817498495132e+06
      0.0033564        0.0000017   Swift-XRT     5.8623128573742630e+06   1.8766197484865186e+06
      0.0033604        0.0000023   Swift-XRT     5.5529114639796261e+06   1.6369133826188429e+06
      0.0033645        0.0000017   Swift-XRT     5.2436037734082667e+06   1.7469414803628067e+06
      0.0033680        0.0000017   Swift-XRT     7.0933463547362406e+06   2.1216304268989461e+06
      0.0033720        0.0000023   Swift-XRT     3.9315719568833173e+06   1.3095402540130862e+06
      0.0033761        0.0000017   Swift-XRT     6.7828378469414469e+06   2.0600059436048921e+06
      0.0033801        0.0000023   Swift-XRT     3.9303542642699084e+06   1.3088231609614808e+06
      0.0033847        0.0000023   Swift-XRT     4.1608139156323886e+06   1.3569463330753704e+06
      0.0033888        0.0000017   Swift-XRT     5.5468927229185281e+06   1.8087616959761020e+06
      0.0033934        0.0000029   Swift-XRT     3.5124096964267436e+06   1.1231060526029067e+06
      0.0033981        0.0000017   Swift-XRT     6.1610307966475366e+06   1.9339441159615943e+06
      0.0034009        0.0000012   Swift-XRT     9.2405230134318117e+06   2.9003326407206482e+06
      0.0034038        0.0000017   Swift-XRT     5.8516826939580822e+06   1.8705001991747848e+06
      0.0034079        0.0000023   Swift-XRT     4.3880814537544660e+06   1.4024833516756983e+06
      0.0034119        0.0000017   Swift-XRT     6.4656435760923605e+06   1.9938386497386771e+06
      0.0034166        0.0000029   Swift-XRT     2.9551989744192041e+06   1.0050957843787954e+06
      0.0034212        0.0000017   Swift-XRT     5.2322359778145254e+06   1.7402485008588540e+06
      0.0034241        0.0000012   Swift-XRT     7.3858670290860571e+06   2.5114699209183296e+06
      0.0034270        0.0000017   Swift-XRT     6.1542078100274010e+06   1.9300556708401472e+06
      0.0034305        0.0000017   Swift-XRT     4.9227111276195496e+06   1.6735972607762050e+06
      0.0034345        0.0000023   Swift-XRT     4.8450417011736128e+06   1.4930132685719854e+06
      0.0034386        0.0000017   Swift-XRT     6.1514784377436619e+06   1.9285004704272521e+06
      0.0034426        0.0000023   Swift-XRT     4.1516035054200981e+06   1.3515859542678753e+06
      0.0034472        0.0000023   Swift-XRT     4.8426773702203715e+06   1.4916786694740835e+06
      0.0034513        0.0000017   Swift-XRT     5.8410520864526909e+06   1.8643802057738411e+06
      0.0034548        0.0000017   Swift-XRT     5.2255080262852963e+06   1.7362872251069916e+06
      0.0034588        0.0000023   Swift-XRT     4.6100261386072813e+06   1.4443338747227585e+06
      0.0034634        0.0000023   Swift-XRT     3.9178265076600378e+06   1.3014470612304762e+06
      0.0034675        0.0000017   Swift-XRT     4.9157238279917687e+06   1.6694313709209040e+06
      0.0034716        0.0000023   Swift-XRT     4.8381636474914551e+06   1.4891310406994761e+06
      0.0034756        0.0000017   Swift-XRT     4.9141957170206746e+06   1.6685200998622917e+06
      0.0034791        0.0000017   Swift-XRT     5.5277333821379663e+06   1.7976116151174891e+06
      0.0034831        0.0000023   Swift-XRT     4.3754413425745042e+06   1.3952067279277002e+06
      0.0034878        0.0000023   Swift-XRT     4.6049088986421786e+06   1.4414177629262779e+06
      0.0034924        0.0000023   Swift-XRT     3.9134770979387662e+06   1.2988859987572709e+06
      0.0034964        0.0000017   Swift-XRT     6.1378320204141792e+06   1.9207238022289628e+06
      0.0035011        0.0000029   Swift-XRT     3.6820442250728998e+06   1.1520611131743407e+06
      0.0035057        0.0000017   Swift-XRT     4.9117829803435598e+06   1.6675028025048275e+06
      0.0035097        0.0000023   Swift-XRT     4.6083932225826625e+06   1.4443546358933188e+06
      0.0035132        0.0000012   Swift-XRT     7.8395085978399944e+06   2.6075923642565613e+06
      0.0035167        0.0000023   Swift-XRT     4.1531023065033420e+06   1.3541732180044618e+06
      0.0035213        0.0000023   Swift-XRT     4.8496024973587729e+06   1.4982561857834752e+06
      0.0035254        0.0000017   Swift-XRT     5.8548685899495464e+06   1.8762580378250957e+06
      0.0035288        0.0000017   Swift-XRT     5.5504174589771079e+06   1.8151027347812485e+06
      0.0035323        0.0000017   Swift-XRT     4.9369925925191175e+06   1.6864349916545507e+06
      0.0035358        0.0000017   Swift-XRT     6.4841185754005434e+06   2.0106079023918253e+06
      0.0035393        0.0000017   Swift-XRT     7.1063808171345498e+06   2.1365371694059828e+06
      0.0035422        0.0000012   Swift-XRT     7.4194632659896333e+06   2.5401472036890024e+06
      0.0035456        0.0000023   Swift-XRT     4.8722603729345333e+06   1.5145518172943182e+06
      0.0035497        0.0000017   Swift-XRT     6.1917924121246412e+06   1.9600561174115681e+06
      0.0035537        0.0000023   Swift-XRT     4.1826964114477504e+06   1.3759748895836310e+06
      0.0035584        0.0000023   Swift-XRT     3.9538190499399658e+06   1.3291236999890541e+06
      0.0035630        0.0000023   Swift-XRT     4.1900944935946423e+06   1.3814249744115158e+06
      0.0035670        0.0000017   Swift-XRT     6.2123435284888726e+06   1.9749475388408653e+06
      0.0035705        0.0000017   Swift-XRT     5.9056306511706673e+06   1.9133346018662676e+06
      0.0035740        0.0000017   Swift-XRT     6.2205636197631974e+06   1.9809036633233745e+06
      0.0035769        0.0000012   Swift-XRT     8.4023854540760107e+06   2.7792013135297108e+06
      0.0035803        0.0000023   Swift-XRT     4.6710741941069495e+06   1.4897727496077095e+06
      0.0035856        0.0000029   Swift-XRT     4.1146148710424765e+06   1.2711317554092715e+06
      0.0035908        0.0000023   Swift-XRT     3.9782741545479889e+06   1.3473071547309700e+06
      0.0035948        0.0000017   Swift-XRT     5.6207025700416574e+06   1.8668810941591116e+06
      0.0035989        0.0000023   Swift-XRT     6.0937703771912763e+06   1.7846701894086434e+06
      0.0036023        0.0000012   Swift-XRT     7.5049566561347088e+06   2.6043511791584706e+06
      0.0036058        0.0000023   Swift-XRT     4.9283648273501508e+06   1.5549024290351097e+06
      0.0036104        0.0000023   Swift-XRT     3.7582328360485914e+06   1.3064971327025886e+06
      0.0036145        0.0000017   Swift-XRT     5.9550906428285083e+06   1.9494603709091505e+06
      0.0036174        0.0000012   Swift-XRT     7.5263297816263726e+06   2.6204021175146862e+06
      0.0036209        0.0000023   Swift-XRT     4.2363357266594898e+06   1.4154899474760895e+06
      0.0036249        0.0000017   Swift-XRT     6.2808478418219229e+06   2.0245851661826463e+06
      0.0036284        0.0000017   Swift-XRT     5.0279664876029529e+06   1.7547547859209089e+06
      0.0036319        0.0000017   Swift-XRT     7.2324284339231318e+06   2.2259680765301934e+06
      0.0036359        0.0000023   Swift-XRT     4.4843777580183540e+06   1.4752858934485856e+06
      0.0036400        0.0000017   Swift-XRT     5.3538595778945815e+06   1.8332095841344651e+06
      0.0036440        0.0000023   Swift-XRT     4.0184522376307538e+06   1.3771799256545592e+06
      0.0036486        0.0000023   Swift-XRT     4.0219458874446442e+06   1.3797777365098794e+06
      0.0036527        0.0000017   Swift-XRT     5.3666697752419161e+06   1.8427339654181194e+06
      0.0036562        0.0000017   Swift-XRT     6.0019473835382080e+06   1.9836845499554554e+06
      0.0036602        0.0000023   Swift-XRT     3.7935818930634465e+06   1.3330432313551910e+06
      0.0036643        0.0000017   Swift-XRT     7.9626705229429714e+06   2.8781843575131912e+06
      0.0036683        0.0000023   Swift-XRT     4.7491695021051327e+06   1.5463601510390388e+06
      0.0036724        0.0000017   Swift-XRT     6.0201701401751954e+06   1.9969943476638717e+06
      0.0036758        0.0000017   Swift-XRT     6.3411316197914397e+06   2.0682660029081034e+06
      0.0036793        0.0000017   Swift-XRT     6.3452421095178118e+06   2.0712445092385677e+06
      0.0036828        0.0000017   Swift-XRT     5.3969491098371232e+06   1.8652472899560733e+06
      0.0036868        0.0000023   Swift-XRT     3.8124889911728129e+06   1.3472420956617270e+06
      0.0036909        0.0000017   Swift-XRT     5.0871542534025591e+06   1.7992038969794065e+06
      0.0036949        0.0000023   Swift-XRT     4.0568828296727585e+06   1.4057541797285466e+06
      0.0036984        0.0000012   Swift-XRT     8.1190059120217478e+06   2.8154047981843175e+06
      0.0037019        0.0000023   Swift-XRT     5.2568651653928095e+06   1.6700437699412871e+06
      0.0037059        0.0000017   Swift-XRT     6.3767542357595628e+06   2.0940778000522186e+06
      0.0037094        0.0000017   Swift-XRT     5.7427773647589218e+06   1.9568118236890086e+06
      0.0037140        0.0000029   Swift-XRT     3.8308094474359676e+06   1.2595317011587780e+06
      0.0037187        0.0000017   Swift-XRT     5.1059583228152404e+06   1.8106043331300723e+06
      0.0037227        0.0000023   Swift-XRT     4.7853694340460598e+06   1.5682026788255142e+06
      0.0037273        0.0000023   Swift-XRT     4.3053254294989072e+06   1.4604757403446909e+06
      0.0037320        0.0000023   Swift-XRT     3.8256153800375611e+06   1.3502314821778326e+06
      0.0037366        0.0000023   Swift-XRT     5.4973949836778501e+06   1.7090351356330300e+06
      0.0037412        0.0000023   Swift-XRT     4.5397339221153744e+06   1.5035743761160346e+06
      0.0037464        0.0000029   Swift-XRT     4.2035686043107035e+06   1.3213343752482841e+06
      0.0037516        0.0000023   Swift-XRT     4.7748969222993758e+06   1.5474969083939525e+06
      0.0037557        0.0000017   Swift-XRT     5.0916595384364882e+06   1.7819562492249473e+06
      0.0037597        0.0000023   Swift-XRT     4.2947680967131415e+06   1.4394766489900234e+06
      0.0037638        0.0000017   Swift-XRT     5.7245981288644997e+06   1.9158017394715897e+06
      0.0037673        0.0000017   Swift-XRT     5.0871915568961864e+06   1.7730039658658823e+06
      0.0037707        0.0000017   Swift-XRT     6.3573137865091665e+06   2.0451080828820521e+06
      0.0037742        0.0000017   Swift-XRT     7.3089840846307650e+06   2.2377546482488238e+06
      0.0037777        0.0000017   Swift-XRT     5.7185660651271064e+06   1.9038024490214409e+06
      0.0037812        0.0000017   Swift-XRT     5.0818291796872467e+06   1.7622608927680971e+06
      0.0037846        0.0000017   Swift-XRT     5.0804889184519192e+06   1.7595752632715288e+06
      0.0037887        0.0000023   Swift-XRT     4.5234180845454829e+06   1.4712202567324082e+06
      0.0037933        0.0000023   Swift-XRT     4.0458445482727252e+06   1.3666116016608498e+06
      0.0037968        0.0000012   Swift-XRT     9.5171204250732437e+06   3.0303919373864117e+06
      0.0037997        0.0000017   Swift-XRT     5.7090150384908607e+06   1.8848034244456356e+06
      0.0038031        0.0000017   Swift-XRT     7.2929267069810061e+06   2.2062480731221964e+06
      0.0038072        0.0000023   Swift-XRT     4.0415715218955479e+06   1.3580824242964694e+06
      0.0038112        0.0000017   Swift-XRT     5.3871000993410684e+06   1.8074601815243340e+06
      0.0038141        0.0000012   Swift-XRT     9.9797805575008169e+06   3.1020412905036206e+06
      0.0038176        0.0000023   Swift-XRT     4.2759178420226360e+06   1.4019780891771915e+06
      0.0038217        0.0000017   Swift-XRT     5.3828270729638916e+06   1.7989311151822561e+06
      0.0038251        0.0000017   Swift-XRT     6.3310632292257193e+06   1.9932053785254310e+06
      0.0038286        0.0000017   Swift-XRT     5.0635096116025122e+06   1.7255563644624772e+06
      0.0038321        0.0000017   Swift-XRT     5.0621693503671847e+06   1.7228707349659088e+06
      0.0038356        0.0000017   Swift-XRT     5.6934323922064314e+06   1.8538047763527741e+06
      0.0038390        0.0000017   Swift-XRT     6.9567964722239133e+06   2.1055561738592130e+06
      0.0038425        0.0000017   Swift-XRT     6.3226850421926882e+06   1.9766410730426286e+06
      0.0038460        0.0000017   Swift-XRT     6.0049583083809912e+06   1.9095436343263825e+06
      0.0038494        0.0000017   Swift-XRT     5.6873998843798283e+06   1.8418051528357181e+06
      0.0038535        0.0000023   Swift-XRT     5.2118376281384826e+06   1.5678387477180420e+06
      0.0038581        0.0000023   Swift-XRT     4.2627226193303606e+06   1.3757293082505837e+06
      0.0038616        0.0000012   Swift-XRT     8.0496729282231163e+06   2.6493558458184907e+06
      0.0038651        0.0000023   Swift-XRT     4.4971528723181104e+06   1.4191371411342856e+06
      0.0038691        0.0000017   Swift-XRT     5.6788547198038939e+06   1.8248058619718675e+06
      0.0038732        0.0000023   Swift-XRT     4.2578216508104559e+06   1.3659795516929305e+06
      0.0038772        0.0000017   Swift-XRT     5.3600390792496447e+06   1.7534438345734314e+06
      0.0038807        0.0000017   Swift-XRT     5.6738276299483906e+06   1.8148063052336737e+06
      0.0038853        0.0000029   Swift-XRT     3.9702721110757007e+06   1.1981466929711360e+06
      0.0038911        0.0000029   Swift-XRT     3.4015821270827469e+06   1.0834838581885719e+06
      0.0038963        0.0000023   Swift-XRT     3.7780281125776581e+06   1.2548884154028883e+06
      0.0039009        0.0000023   Swift-XRT     4.2487728890705509e+06   1.3479800609061953e+06
      0.0039050        0.0000017   Swift-XRT     6.2925242794165108e+06   1.9170081078101473e+06
      0.0039085        0.0000017   Swift-XRT     5.3472208882965324e+06   1.7278571906587102e+06
      0.0039114        0.0000012   Swift-XRT     8.0190512008471154e+06   2.5882320731085427e+06
      0.0039143        0.0000017   Swift-XRT     6.6024585798629681e+06   1.9680019835988104e+06
      0.0039177        0.0000017   Swift-XRT     5.0291038000693787e+06   1.6566226168635010e+06
      0.0039206        0.0000012   Swift-XRT     8.9545730830309354e+06   2.7664204260702259e+06
